Date,Title,URL
2021-09-15,Namaste Pay comes into operation after months-long preparation; NTC and Banijaya Bank collaborate to come up with digital wallet service that runs on keypad phones even without internet,https://www.sharesansar.com/newsdetail/namaste-pay-comes-into-operation-after-months-long-preparation-ntc-and-banijaya-bank-collaborate-to-come-up-with-digital-wallet-service-that-runs-on-keypad-phones-even-without-internet-2021-09-15
2021-05-13,Nepal Doorsanchar reports decline in Net profit in Q3; Look at the major highlight of this quarter,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-reports-decline-in-net-profit-in-q3-look-at-the-major-highlight-of-this-quarter-2021-05-13
2021-03-29,Nepal Doorsanchar Company (NTC) Distributing 40% Cash Dividend from Today,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-company-ntc-distributing-40-cash-dividend-from-today-2021-03-29
2021-03-10,Don't Forget: Last Day to Grab Dividends of These 3 Companies,https://www.sharesansar.com/newsdetail/dont-forget-last-day-to-grab-dividends-of-these-5-companies-2021-03-10
2021-03-04,Nepal Doorsanchar Company (NTC) Calls AGM; When's the Book Closure for Rs. 40 Per Share Cash Dividend?,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-company-ntc-calls-agm-whens-the-book-closure-for-rs-40-per-share-cash-dividend-2021-03-04
2021-03-03,NTC Proposes Rs. 40 Cash Dividend Per Share for FY 2076/77.,https://www.sharesansar.com/newsdetail/ntc-proposes-rs-40-cash-dividend-per-share-for-fy-207677-2021-03-03
2020-12-29,"NTC offers CUG service for throw away price for teachers, students and their parents",https://www.sharesansar.com/newsdetail/ntc-offers-cug-service-for-throw-away-price-for-teachers-students-and-their-parents-2020-12-29
2020-09-04,Which stock should I buy? Which stock will give me the highest returns? Should I hold it or should I just sell it at a fair margin?,https://www.sharesansar.com/newsdetail/which-stock-should-i-buy-which-stock-will-give-me-the-highest-returns-should-i-hold-it-or-should-i-just-sell-it-at-a-fair-margin-2020-09-04
2020-08-14,Low business growth and less revenue leads to 12.30% decline in Net Profit of Nepal Telecom; EPS stands at Rs 57.06,https://www.sharesansar.com/newsdetail/low-business-growth-and-less-revenue-leads-to-1230-decline-in-net-profit-of-nepal-telecom-eps-stands-at-rs-5706
2020-06-05,Nepal Telecom to provide SIM cards free of cost to Nepali citizens returning home from abroad,https://www.sharesansar.com/newsdetail/nepal-telecom-to-provide-sim-cards-free-of-cost-to-nepali-citizens-returning-home-from-abroad
2020-05-03,Nepal Telecom introduces 'e-education' package to aid schools and universities in conducting online learning activities during lockdown,https://www.sharesansar.com/newsdetail/nepal-telecom-introduces-e-education-package-to-aid-schools-and-universities-in-conducting-online-learning-activities-during-lockdown
2020-02-24,"As the market takes upward stride, where does the PE ratio of listed companies stand? Find out the latest PE ratio of all sectors and all companies",https://www.sharesansar.com/newsdetail/as-the-market-takes-upward-stride-where-does-the-pe-ratio-of-listed-companies-stand-find-out-the-latest-pe-ratio-of-all-sectors-and-all-companies-2020-02-24
2020-02-13,Nepal Doorsanchar Company’s net profit falls to Rs.4.93 Arba by the end of second quarter; revenue from customer stands at Rs.18.03 Arba,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-companys-net-profit-falls-to-rs493-arba-by-the-end-of-second-quarter-revenue-from-customer-stands-at-rs1803-arba
2020-01-14,"35 listed and non listed companies including Nepal Telecom, Forward Community, Goodwill Finance convening their AGM today",https://www.sharesansar.com/newsdetail/35-listed-and-non-listed-companies-including-nepal-telecom-forward-community-goodwill-finance-convening-their-agm-today
2019-12-30,Last day to grab shares of 9 companies to be eligible for AGM and claim dividend; Find the name of companies,https://www.sharesansar.com/newsdetail/last-day-to-grab-shares-of-9-companies-to-be-eligible-for-agm-and-claim-dividend-find-the-name-of-companies
2019-12-24,Nepal Telecom proposes 45% cash dividend; AGM to be held on Poush 29,https://www.sharesansar.com/newsdetail/nepal-telecom-proposes-45-cash-dividend-agm-to-be-held-on-poush-29
2019-11-29,Banijya Bank and NTC agree to provide free SIM cards now; customers opting to open accounts at Banijya Bank to receive free GSM SIM cards of NTC,https://www.sharesansar.com/newsdetail/banijya-bank-and-ntc-agree-to-provide-free-sim-cards-now-customers-opting-to-open-accounts-at-banijya-bank-to-receive-free-gsm-sim-cards-of-ntc
2019-11-17,Nepal Telecom's net profit for first quarter falls by 10.6%; Revenue down from Rs 9.49 arba to Rs 9.40 arba,https://www.sharesansar.com/newsdetail/nepal-telecoms-net-profit-for-first-quarter-falls-by-106-revenue-down-from-rs-949-arba-to-rs-940-arba
2019-10-01,Nepal Telecom to start 4G service in 50 cities,https://www.sharesansar.com/newsdetail/nepal-telecom-to-start-4g-service-in-50-cities
2019-09-05,How many companies are on the verge of collapsing in terms of share price? Which sector leads in this aspect?,https://www.sharesansar.com/newsdetail/how-many-companies-are-on-the-verge-of-collapsing-in-terms-of-share-price-which-sector-leads-in-this-aspect
2019-09-04,Nepal Government divesting its stake at Nepal Telecom; To bring down its ownership to 66%,https://www.sharesansar.com/newsdetail/nepal-government-divesting-its-stake-at-nepal-telecom-to-bring-down-its-ownership-to-66
2019-08-21,Nepal Telecom expands services to remote ares; four additional BTS towers erected,https://www.sharesansar.com/newsdetail/nepal-telecom-expands-services-to-remote-ares-four-additional-bts-towers-erected
2019-08-15,The license renewal fee imposed by government to NTC costs the company 41.64% of decline in net profit,https://www.sharesansar.com/newsdetail/the-license-renewal-fee-imposed-by-government-to-ntc-costs-the-company-4164-of-decline-in-net-profit
2019-07-21,Look at the analysis of major fundamental indicators of Nepal Doorsanchar Company Limited; what can investors expect from NTC in the coming months?,https://www.sharesansar.com/newsdetail/look-at-the-analysis-of-major-fundamental-indicators-of-nepal-doorsanchar-company-limited-what-can-investors-expect-from-ntc-in-the-coming-months
2019-07-17,Sector Wise Dividend distribution in fiscal year 2074/75: Most Companies distributed bonus share but few of them pay cash dividend for tax on bonus share,https://www.sharesansar.com/newsdetail/sector-wise-dividend-distribution-in-fiscal-year-207475-most-companies-distributed-bonus-share-but-few-of-them-pay-cash-dividend-for-tax-on-bonus-share
2019-07-10,NTC disseminating early warning information on natural disaster,https://www.sharesansar.com/newsdetail/ntc-disseminating-early-warning-information-on-natural-disaster
2019-05-31,How does new entrant Shivam Cements fair against veteran player Nepal Telecom? Which company would you choose among the two in terms of investment?,https://www.sharesansar.com/newsdetail/how-does-new-entrant-shivam-cements-fair-against-veteran-player-nepal-telecom-which-company-would-you-choose-among-the-two-in-terms-of-investment
2019-05-31,Nepal Telecom to pay 20 billion rupees as renewal fee; amount to be paid in 5 installment,https://www.sharesansar.com/newsdetail/nepal-telecom-to-pay-20-billion-rupees-as-renewal-fee-amount-to-be-paid-in-5-installment
2019-05-14,Nepal Telecom profit decline in Q3 by 15.65%; earns Rs 9.98 arba with EPS of Rs 88.75,https://www.sharesansar.com/newsdetail/nepal-telecom-profit-decline-in-q3-by-1565-earns-rs-998-arba-with-eps-of-rs-8875
2019-02-12,Telecom giant Nepal Doorsanchar profit fell by 15.25% in Q2; income from services stands at Rs 18.44 arba,https://www.sharesansar.com/newsdetail/telecom-giant-nepal-doorsanchar-profit-fell-by-1525-in-q2-income-from-services-stands-at-rs-1844-arba
2019-02-05,"NT launches pre-paid roaming service, to be available in China, India from today",https://www.sharesansar.com/newsdetail/nt-launches-pre-paid-roaming-service-to-be-available-in-china-india-from-today
2019-01-25,"Who are the defaulters from hydropower, manufacturing, hotels, others and trading sector in the matter of AGM? For how long have they delayed it in the past?",https://www.sharesansar.com/newsdetail/who-are-the-defaulters-from-hydropower-manufacturing-hotels-others-and-trading-sector-in-the-matter-of-agm-for-how-long-have-they-delayed-it-in-the-past
2019-01-15,"NBB, MBL, PURBL and NTC published notice regarding distribution of cash dividend directly to the bank accounts of respective shareholders",https://www.sharesansar.com/newsdetail/nbb-mbl-purbl-and-ntc-published-notice-regarding-distribution-of-cash-dividend-directly-to-the-bank-accounts-of-respective-shareholders
2019-01-14,"Seven listed Companies to convene their AGM today; Check the agendas of NTC, NCDB, SADBL and more",https://www.sharesansar.com/newsdetail/seven-listed-companies-to-convene-their-agm-today-check-the-agendas-of-ntc-ncdb-sadbl-and-more
2019-01-07,Nepal Telecom's new MD promises competitive and professional organisation,https://www.sharesansar.com/newsdetail/nepal-telecoms-new-md-promises-competitive-and-professional-organisation
2019-01-07,Mr. Dilli Adhikari gets appointed as MD of NTC,https://www.sharesansar.com/newsdetail/mr-dilli-adhikari-gets-appointed-as-md-of-ntc
2018-12-27,Last day to hold the shares of Nepal Telecom to claim 55% cash dividend,https://www.sharesansar.com/newsdetail/last-day-to-hold-the-shares-of-nepal-telecom-to-claim-55-cash-dividend
2018-12-24,NTC to convene 11th AGM on 30th Poush; books of the company to remain closed from 15th Poush to 30th Poush,https://www.sharesansar.com/newsdetail/ntc-to-convene-11th-agm-on-30th-poush-books-of-the-company-to-remain-closed-from-15th-poush-to-30th-poush
2018-12-18,NTC maintains its dividend payout; Proposes 55% cash dividend for the FY 2074/75,https://www.sharesansar.com/newsdetail/ntc-maintains-its-dividend-payout-proposes-55-cash-dividend-for-the-fy-207475
2018-12-14,NTC's microwave radio link expands across Upper Mustang,https://www.sharesansar.com/newsdetail/ntcs-microwave-radio-link-expands-across-upper-mustang
2018-12-12,Market Capitalization: What is it good for? Does the size of a company actually matter?,https://www.sharesansar.com/newsdetail/market-capitalization-what-is-it-good-for-does-the-size-of-a-company-actually-matter
2018-11-16,Net Profits of Nepal Doorsanchar Company stand at Rs.4.05 Arba; reports show decent growth in the first quarter,https://www.sharesansar.com/newsdetail/net-profits-of-nepal-doorsanchar-company-stand-at-rs405-arba-reports-show-decent-growth-in-the-first-quarter
2018-10-11,Do you think putting money at Bank is better than investing in stock market? Let’s debunk this myth,https://www.sharesansar.com/newsdetail/do-you-think-putting-money-at-bank-is-better-than-investing-in-stock-market-lets-debunk-this-myth
2018-10-07,NTC tops market capitalisation rank,https://www.sharesansar.com/newsdetail/ntc-tops-market-capitalisation-rank
2018-08-13,Nepal Telecom earns Rs 15.67 arba net profit; to invest Rs 22 arba in the expansion of services,https://www.sharesansar.com/newsdetail/nepal-telecom-earns-rs-1567-arba-net-profit-to-invest-rs-22-arba-in-the-expansion-of-services
2018-06-26,Let me take you to my investment journey: 10 Stocks; 10 thousand each month; 10 thousand each stock & a journey of last 5 years! Know what I earned with an exclusive video!,https://www.sharesansar.com/newsdetail/let-me-take-you-to-my-investment-journey-10-stocks-10-thousand-each-month-10-thousand-each-stock-a-journey-of-last-5-years-know-what-i-earned-with-an-exclusive-video
2018-05-13,Nepal Telecom registers slight increment in net profit by 4.72%; EPS stands at Rs 105.39 for the end of third quarter,https://www.sharesansar.com/newsdetail/nepal-telecom-registers-slight-increment-in-net-profit-by-472-eps-stands-at-rs-10539-for-the-end-of-third-quarter
2018-04-03,NTC to award photo journalists with cash prize of 25K,https://www.sharesansar.com/newsdetail/ntc-to-award-photo-journalists-with-cash-prize-of-25k
2018-02-14,Nepal Telecom net profit in Q2 slightly fall by 5.43% to Rs 7.48 arba; EPS at Rs 99.77 & P/E ratio at 8 times only,https://www.sharesansar.com/newsdetail/nepal-telecom-net-profit-in-q2-slightly-fall-by-5-43-to-rs-7-48-arba-eps-at-rs-99-77-pe-ratio-at-8-times-only
2018-01-16,Nepal Doorsanchar Company transferring 55% cash dividend directly in bank accounts,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-company-transferring-55-cash-dividend-directly-in-bank-accounts
2018-01-14,See 9 companies including Nepal Doorsanchar Company convening AGM today,https://www.sharesansar.com/newsdetail/see-9-companies-including-nepal-doorsanchar-company-convening-agm-today
2018-01-09,Nepal Doorsanchar urges shareholders to dematerialize shares & update bank account for cash dividend; around 30% shares are yet to dematerialize,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-urges-shareholders-to-dematerialize-shares-update-bank-account-for-cash-dividend-around-30-shares-are-yet-to-dematerialize
2017-12-28,Last day to clinch 100% bonus shares of Standard Chartered Bank; 55% & 15% cash dividend of Nepal Doorsanchar & Himalayan General Insurance respectively,https://www.sharesansar.com/newsdetail/last-day-to-clinch-100-bonus-shares-of-standard-chartered-bank-55-15-cash-dividend-of-nepal-doorsanchar-himalayan-general-insurance-respectively
2017-12-27,Nepal Doorsanchar amended book closure date; Book closure date set on Poush 16,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-amended-book-closure-date-book-closure-date-set-on-poush-16
2017-12-26,Why are long term investors being benefited by investing in NTC? Why did NTC’s share price plunge recently? Are smart market players discontented with NTC’s dividend policy?,https://www.sharesansar.com/newsdetail/why-are-long-term-investors-being-benefited-by-investing-in-ntc-why-did-ntcs-share-price-plunge-recently-are-smart-market-players-discontented-with-ntcs-dividend-policy
2017-12-26,Last day to secure 55% cash dividend of Nepal Doorsanchar Company & 5% cash dividend of Jalvbidhyut Lagani Tatha Bikas Company,https://www.sharesansar.com/newsdetail/last-day-to-secure-55-cash-dividend-of-nepal-doorsanchar-company-5-cash-dividend-of-jalvbidhyut-lagani-tatha-bikas-company
2017-12-24,Nepal Doorsanchar Company 10th AGM on Poush 30; endorsing 55% cash dividend,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-company-10th-agm-on-poush-30-endorsing-55-cash-dividend
2017-12-08,"See the holding of Mutual Funds till Kartik end, 2074; Everest Bank & Nepal Life highly hold",https://www.sharesansar.com/newsdetail/see-the-holding-of-mutual-funds-till-kartik-end-2074-everest-bank-nepal-life-highly-hold
2017-11-17,Nepal Telecom Q1 EPS stands at Rs 108.17; P/E ratio at 6.24 times only,https://www.sharesansar.com/newsdetail/nepal-telecom-q1-eps-stands-at-rs-108-17-pe-ratio-at-6-24-times-only
2017-11-10,Weekly Floor Sheet Analysis: Sweta Securities top brokers by turnover; Nepal Telecom and Everest Bank most bought and most sold by top brokers respectively,https://www.sharesansar.com/newsdetail/weekly-floor-sheet-analysis-sweta-securities-top-brokers-by-turnover-nepal-telecom-and-everest-bank-most-bought-and-most-sold-by-top-brokers-respectively
2017-11-04,"Current Scenario of Mutual Funds Investments; NTC, NLIC & NABILP are favourites of mutual funds",https://www.sharesansar.com/newsdetail/current-scenario-of-mutual-funds-investments-ntc-nlic-nabilp-are-favourites-of-mutual-funds
2017-11-02,Know Nepal Telecom Average Prices at the different level with yearly Top Broker in terms of Buyer and Seller (Exclusive Study),https://www.sharesansar.com/newsdetail/know-nepal-telecom-average-prices-at-the-different-level-with-yearly-top-broker-in-terms-of-buyer-and-seller-exclusive-study-3
2017-10-27,Weekly Broker Analysis: Online Securities weekly consecutive top broker with Nepal Doorsanchar shares traded the most by top 5 brokers,https://www.sharesansar.com/newsdetail/weekly-broker-analysis-online-securities-weekly-consecutive-top-broker-with-nepal-doorsanchar-shares-traded-the-most-by-top-5-brokers
2017-10-27,Weekly Analysis: Index closed at 1553.72 points; NEPSE in Downward Trend,https://www.sharesansar.com/newsdetail/weekly-analysis-index-closed-at-1553-72-points-nepse-in-downward-trend
2017-10-25,NTC stock raises curiosity in Investment analyst: Does NTC share have long term value proposition?,https://www.sharesansar.com/newsdetail/ntc-stock-raises-curiosity-in-investment-analyst-does-ntc-share-have-long-term-value-proposition
2017-10-13,Weekly Analysis: Index closed at 1510.02 points on post Dasain trading week,https://www.sharesansar.com/newsdetail/weekly-analysis-index-closed-at-1510-02-points-on-post-dasain-trading-week
2017-10-03,Know about the listed companies with highest market capitalization and its effects on NEPSE index,https://www.sharesansar.com/newsdetail/know-about-the-listed-companies-with-highest-market-capitalization-and-its-effects-on-nepse-index
2017-08-16,"Nepal Telecom's EPS rises by 13.15% to Rs 100.11, Reserve at Rs 78.06 arba & Net worth per share at Rs 620.46",https://www.sharesansar.com/newsdetail/nepal-telecom-eps-rises-by-13-15-to-rs-100-11-reserve-at-rs-78-06-arba-net-worth-per-share-at-rs-620-46
2017-08-15,"Nepal Telecom--s EPS rises by 13.15% to Rs 100.11, Reserve at Rs 78.06 arba & Net worth per share at Rs 620.46",https://www.sharesansar.com/newsdetail/nepal-telecom-eps-rises-by-13-15-to-rs-100-11-reserve-at-rs-78-06-arba-net-worth-per-share-at-rs-620-46
2017-03-15,Nepal Telecom distributing 51% cash dividend warrant from today; NMB bank a/c holders to get cash dividend in their respective a/c,https://www.sharesansar.com/newsdetail/nepal-telecom-distributing-51-cash-dividend-warrant-from-today-nmb-bank-ac-holders-to-get-cash-dividend-in-their-respective-ac
2017-03-14,Nepal Telecom to distribute 51 % cash dividend warrant from tomorrow; NMB bank a/c holders to get cash dividend in their respective a/c,https://www.sharesansar.com/newsdetail/nepal-telecom-to-distribute-51-cash-dividend-warrant-from-tomorrow-nmb-bank-ac-holders-to-get-cash-dividend-in-their-respective-ac
2017-03-13,Nepal Telecom to approve 51% cash dividend; 9th AGM today,https://www.sharesansar.com/newsdetail/nepal-telecom-to-approve-51-cash-dividend-9th-agm-today
2017-02-23,Last day to clinch 51% cash dividend of Nepal Doorsanchar Company; LTP at Rs 675,https://www.sharesansar.com/newsdetail/last-day-to-clinch-51-cash-dividend-of-nepal-doorsanchar-company-ltp-at-rs-675
2017-02-19,9th AGM of Nepal Telecom to endorse 51% cash dividend; Only 5 trading days left to claim it; AGM on 30th Fagun,https://www.sharesansar.com/newsdetail/nepal-doorsanchar-company-to-endorse-51-cash-dividend-9th-agm-on-falgun-30
2017-02-10,NTC earns Rs 7.91 arba in Q2; P/B ratio at 1.04 times,https://www.sharesansar.com/newsdetail/ntc-earns-rs-7-91-arba-in-q2-pb-ratio-at-1-04-times
2016-11-15,Nepal Telecom Q1 earning surges by 25.03% to Rs 4.14 arba; Reserve at Rs 74.54 arba,https://www.sharesansar.com/newsdetail/nepal-telecom-q1-earning-surges-by-25-03-to-rs-4-14-arba-reserve-at-rs-74-54-arba
2016-09-29,Laxmi Value Fund-1 earning surges by 35.75% to Rs 12.97 crore; NAV rises to Rs 13.61,https://www.sharesansar.com/newsdetail/laxmi-value-fund-1-earning-surges-by-35-75-to-rs-12-97-crore-nav-rises-to-rs-13-61
2016-09-01,NT data packs,https://www.sharesansar.com/newsdetail/nt-data-packs
2016-08-15,Nepal Telecom Q4 earning drops by 16.48% due to Rs 4.33 arba VRS scheme offered to 806 employees; EPS at Rs 81.05,https://www.sharesansar.com/newsdetail/nepal-telecom-q4-earning-drops-by-16-48-due-to-rs-4-33-arba-vrs-scheme-offered-to-806-employees-eps-at-rs-81-05
2016-05-12,"Nepal Telecom earning dwindled by 10.65% in Q3; Reserve stand at Rs 71.24 arba, EPS at Rs 82.81",https://www.sharesansar.com/newsdetail/nepal-telecom-earning-dwindled-by-10-65-in-q3-reserve-stand-at-rs-71-24-arba-eps-at-rs-82-81
2016-05-02,Nepal Telecom to endorse 50% cash dividend; 8th AGM today,https://www.sharesansar.com/newsdetail/nepal-telecom-to-endorse-50-cash-dividend-8th-agm-today
2016-04-14,Last day to secure 50% cash dividend of Nepal Telecom; LTP stood at Rs.715; AGM on Baisakh 20,https://www.sharesansar.com/newsdetail/last-day-to-secure-50-cash-dividend-of-nepal-telecom
2016-04-10,"Nepal Telecom to endorse 50% cash dividend; 8th AGM on Baisakh 20, Book Closure on Baisakh 5, LTP stood Rs 709",https://www.sharesansar.com/newsdetail/nepal-telecom-to-endorse-50-cash-dividend-8th-agm-on-baisakh-20
